Internal ID,Q1: GOING OUT?,Q2: GENDER,Q3: AGE,Q4: COUNTRY,"Q5: STATE, PROVINCE, COUNTY, ETC",Q7: JOY OTHER,Q10: DRESS,Q11: DAY,"Click Coordinates (x, y)",Media
90282272,Yes,Female,40,United States,Nebraska ,Skor bar,White and gold,Friday,"(86, 27)",Science
90282279,No,Male,37,Canada,British Columbia,"Malteasers, Smoked Salmon",Blue and black,Friday,"(68, 21)",Science
90282289,No,Female,28,United States,Georgia,Unknown,White and gold,Sunday,"(68, 26)",Science
90282301,No,Male,77,United States,Carolina,Unknown,White and gold,Sunday,"(21, 31)",Daily Dish
90282310,No,Male,39,United States,Texas,Unknown,Blue and black,Friday,"(36, 13)",Daily Dish
90282313,No,Male,53,United States,Illinois,Unknown,White and gold,Friday,"(79, 33)",Science
90282319,No,Female,47,Canada,Saskatchewan,cans of pop/soda were always good,White and gold,Friday,"(72, 4)",Science
90282330,No,Male,41,United States,IA,Rice crispy treats,Blue and black,Sunday,"(20, 81)",ESPN
90282340,No,Male,66,United States,New Jersey,Unknown,Unknown,Sunday,"(66, 6)",Science
90282369,No,Male,37,United States,Utah,Dairy Milk,White and gold,Friday,"(80, 28)",Science
90282370,Yes,Male,33,United States,Colorado,Unknown,White and gold,Friday,"(66, 34)",Science
90282377,No,Female,38,United States,Texas,"Almond Joy, Tootsie Rolls, Tootsie Pops (chocolate), Gummi Worms, ",White and gold,Friday,"(67, 37)",Science
90282389,No,Male,64,United States,Ks,Cadbury milk chocolate ,White and gold,Friday,Unknown,Unknown
90282391,No,Female,56,United States,Washington,Beer ,Blue and black,Sunday,"(81, 17)",Science
90282392,No,Male,56,United States,Ohio,"Almond M&Ms, Chunky bars, Raisinettes, candy Monster cigarettes, wax fangs and pop bottles, temporary tattoos, mini bubbles",Blue and black,Sunday,"(76, 26)",Science
90282395,No,Male,32,United States,Washington,"Xanax, toenail clippers, 1970's pornography, airline bottles of alcohol (NOT hotel bottles)",White and gold,Sunday,"(89, 20)",Science
90282413,No,Female,32,United States,New York,Caramel Deviled eggs Cotton candy Candy cigarettes ,Blue and black,Friday,"(77, 36)",Science
90282422,No,Male,55,United States,New York,Peanut Butter M&M's,White and gold,Friday,Unknown,Unknown
90282424,No,Female,62,United States,California,more Cadbury Creme Eggs Cadbury Fruit and Nut bars Brachs Bridge Mix,Blue and black,Sunday,"(75, 21)",Science
90282439,No,Male,46,United States,California,Almond Joy,White and gold,Sunday,"(68, 28)",Science
90282447,No,Female,27,Canada,British Columbia,"Chubby Soft Drink, cans of pop, pixie sticks, Fun Dip, Aero, Warheads",Blue and black,Friday,"(68, 34)",Science
90282476,No,Female,50,Canada,Alberta,Unknown,Blue and black,Friday,"(83, 43)",Science
90282490,No,Male,42,United States,Oregon,Unknown,White and gold,Friday,Unknown,Unknown
90282492,No,Female,25,United States,Oregon,Hershey's cookies and cream bar,White and gold,Friday,"(18, 25)",Daily Dish
90282520,No,Female,34,United States,Oregon,Unknown,Blue and black,Sunday,"(70, 24)",Science
90282534,No,Male,42,United States,Maryland,Unknown,White and gold,Friday,"(74, 33)",Science
90282535,Yes,Male,26,United States,UT,Full sized candy bars. Dark chocolate.,White and gold,Sunday,"(67, 80)",Yahoo
90282544,No,Male,50,United States,Minnesota,Unknown,Blue and black,Sunday,"(74, 31)",Science
90282546,No,Male,34,United States,Oregon,Unknown,Blue and black,Sunday,Unknown,Unknown
90282566,No,Female,56,United States,California,Tootsie Pop,White and gold,Sunday,"(78, 23)",Science
90282581,No,Male,52,United States,Illinois,MOUNDS,Blue and black,Sunday,"(83, 29)",Science
90282590,No,Male,54,United States,California,Unknown,White and gold,Friday,"(76, 26)",Science
90282659,No,Male,48,Thailand,Unknown,Fun Dip,White and gold,Friday,"(72, 70)",Yahoo
90282697,No,Male,42,United States,California,Unknown,White and gold,Friday,"(96, 25)",Unknown
90282698,No,Male,29,United States,Washington,"Scratch Tickets, bitcoin and various other crypto, precious metals, personalized songs or haiku, oh shit dog you guys don't have Abbazabba or Big Hunk on your list .Those are the best.",Blue and black,Friday,"(63, 21)",Science
90282729,No,Male,45,Canada,British Columbia,Unknown,White and gold,Sunday,"(65, 22)",Science
90282746,No,I'd rather not say,43,Unknown,Unknown,Unknown,White and gold,Friday,Unknown,Unknown
90282761,No,Male,50,Canada,British Columbia,Unknown,Blue and black,Sunday,"(69, 29)",Science
90282807,No,Male,42,United States,Monroe county,Porn,Unknown,Friday,Unknown,Unknown
90282818,No,Male,50,United States,Oregon,Charleston Chew Cigars Airplane size bottle of booze (Wild Turkey prefered) Shaving Cream in a can,Blue and black,Friday,"(58, 4)",Science
90282847,Yes,Male,36,United States,New Jersey,APPLES,Blue and black,Friday,"(69, 5)",Science
90282868,No,I'd rather not say,49,Canada,Nova Scotia,Unknown,White and gold,Friday,"(32, 63)",ESPN
90282875,No,Male,59,China,Hong Kong,"Almond Joy, Butterfingers, ",Blue and black,Sunday,"(75, 36)",Science
90282932,No,Male,27,United States,Washington,"Beer, Small Pumpkin, LED toys, Mini Reese's cups",Blue and black,Sunday,"(81, 12)",Science
90282961,No,Male,43,United States,California,Unknown,White and gold,Sunday,"(77, 24)",Science
90282995,No,Male,34,United States,Washington,Unknown,White and gold,Friday,"(66, 12)",Science
90282997,No,Female,41,United States,California,"Twix, Kit-Kat, Ghiradelli",White and gold,Sunday,"(74, 29)",Science
90283010,No,Male,50,United States,Utah,Skor,White and gold,Sunday,"(57, 5)",Science
90283074,No,Female,53,United States,maine,Unknown,White and gold,Friday,"(71, 31)",Science
90283076,Yes,Female,39,Canada,British Columbia,Unknown,Blue and black,Friday,"(73, 23)",Science
90283115,No,Female,62,United States,California,"Cabernet, Merlot wines from Sonoma County. Free gasoline, a new car, perfectly seared ribeye steak with shrimp caesar salad, winning lotto ticket.",Blue and black,Sunday,"(86, 16)",Science
90283140,No,Female,30,United States,Washington,Unknown,Blue and black,Sunday,Unknown,Unknown
90283184,Yes,Female,18,United States,Hawaii,snack sized bags of chips (like lays),Blue and black,Friday,"(81, 12)",Science
90283243,No,I'd rather not say,56,United States,New Jersey,Wax figures filled with sugar Water,White and gold,Friday,"(82, 25)",Science
90283370,No,Male,41,United States,California,Unknown,Blue and black,Friday,"(84, 10)",Science
90283529,No,Male,41,Spain,madrid,deep fried everything encapsulated whatever packaged anything,White and gold,Friday,"(86, 27)",Science
90283534,No,Male,49,Germany,Hesse,Unknown,Blue and black,Friday,"(71, 29)",Science
90283571,No,Female,29,United Kingdom,London,Unknown,White and gold,Friday,"(83, 30)",Science
90283596,No,I'd rather not say,43,Unknown,Unknown,"Turkish Delight, Halva",Blue and black,Friday,"(62, 83)",Yahoo
90283698,No,Male,45,United States,Georgia,Unknown,Blue and black,Friday,"(34, 92)",ESPN
90283712,No,Male,43,United States,Florida,Unknown,Blue and black,Friday,"(73, 27)",Science
90283719,No,Male,42,United States,Pennsylvania,Well carved pumpkins,White and gold,Friday,"(64, 12)",Science
90283735,No,Male,49,Canada,Ontario,Unknown,White and gold,Friday,"(70, 32)",Science
90283777,Yes,Male,43,United States,New Jersey,Unknown,Blue and black,Friday,"(79, 24)",Science
90283806,No,Male,37,United States,Maryland,Unknown,Blue and black,Friday,"(62, 67)",Yahoo
90283844,No,Male,51,United States,New York,Unknown,Blue and black,Sunday,"(74, 19)",Science
90283852,No,Male,44,United States,Massachusetts,Unknown,White and gold,Friday,"(85, 26)",Science
90283858,No,Male,59,United States,Florida,Unknown,White and gold,Friday,"(73, 6)",Science
90283940,Yes,Male,45,Germany,Unknown,Unknown,Blue and black,Friday,"(19, 73)",ESPN
90283953,No,Female,55,United States,Virginia,Unknown,White and gold,Friday,"(68, 25)",Science
90283957,No,Male,36,United States,Virginia,Unknown,Blue and black,Sunday,"(42, 32)",Daily Dish
90283983,No,Male,50,United States,Missouri,Popcorn Balls,White and gold,Friday,"(60, 32)",Science
90283989,No,Male,71,United States,Colorado,Martinis,Blue and black,Friday,"(58, 6)",Science
90284022,No,Female,48,United States,"Tree Town, USA",Starbucks Gift Cards Chocolate Covered Bacon Scotch (liquid) Mini Babybell Cheese Lasagna,White and gold,Friday,"(80, 30)",Science
90284023,No,Male,43,United States,Maine,Wunderbars,Blue and black,Friday,"(69, 12)",Science
90284029,No,Male,49,United States,Michigan,Unknown,White and gold,Sunday,"(64, 4)",Science
90284033,No,Male,40,United States,Pennsylvania,a bottle of beer,White and gold,Friday,"(67, 14)",Science
90284052,No,Male,44,Canada,Ontario,Unknown,White and gold,Friday,"(78, 22)",Science
90284079,Yes,Male,47,United States,Maryland,"Milky Way Midnight vs. plain Milky Way Goo Goo *Supreme* vs. plain Goo Goo Clusters Charms Blow Pops Tootsie Pops with that hydrogenated goodness in the center Turrón Swiss milk chocolate, even Swiss store brands Zero bar Wacky Packages (see Q9) Cotton candy",White and gold,Friday,"(82, 76)",Yahoo
90284091,No,Male,36,United States,New Hampshire,Unknown,Blue and black,Sunday,"(63, 29)",Science
90284114,No,I'd rather not say,35,United States,Maryland,"other forms of candy corn (pumpkin shaped, differently favored), root beer bottles",White and gold,Friday,"(66, 20)",Science
90284140,Yes,Male,55,United States,Kansas,Unknown,White and gold,Friday,"(77, 21)",Science
90284146,No,Male,40,United States,SC,Unknown,White and gold,Friday,"(74, 24)",Science
90284149,No,Other,36,United States,Illinois,Unknown,White and gold,Friday,"(76, 33)",Science
90284179,No,Female,25,United States,"Philadelphia, PA","Almond Joys, Mounds",Blue and black,Friday,"(73, 26)",Science
90284189,No,Male,51,United States,California,Unknown,White and gold,Sunday,"(84, 35)",Science
90284195,No,Female,27,United States,Tennessee,Unknown,Blue and black,Friday,"(85, 33)",Science
90284202,No,Female,39,United States,New York,Unknown,White and gold,Sunday,"(76, 14)",Science
90284203,No,Male,45,United States,"Bristol County, Rhode Island",Unknown,White and gold,Sunday,"(66, 41)",Science
90284218,No,Male,43,United States,Pennsylvania,Unknown,Blue and black,Sunday,"(77, 28)",Science
90284239,No,Female,49,United States,California,Unknown,White and gold,Friday,"(73, 30)",Science
90284240,No,Female,26,Japan,Tokyo,Peanut butter m&ms Tootsie roll pops Mounds ,White and gold,Friday,"(75, 21)",Science
90284250,No,Female,37,Canada,Newfoundland and Labrador,"Tootsie rolls, wunderbar, everlasting gobstoppers, hubba bubba or bubbilicious gum",White and gold,Sunday,"(72, 27)",Science
90284269,No,Female,38,Ireland,Dublin,Cadbury's ANYTHING,White and gold,Sunday,Unknown,Unknown
90284292,No,Male,44,United States,Virginia,Gummy Lifesavers,White and gold,Friday,"(83, 21)",Science
90284297,No,Male,46,Canada,Ontario,Unknown,Blue and black,Friday,"(60, 63)",Yahoo
90284304,No,Male,36,United States,California,Unknown,White and gold,Sunday,"(76, 25)",Science
90284354,No,Female,36,Switzerland,Vaud,Unknown,White and gold,Friday,"(75, 71)",Yahoo
90284362,No,Male,31,United States,New York,Unknown,White and gold,Sunday,"(64, 31)",Science
90284369,No,Male,47,United States,New York,"Bourbon, comic books",White and gold,Friday,"(74, 23)",Science
90284370,No,Female,37,Canada,Unknown,"Sour Blue Big Foot candy, Rockets",Blue and black,Friday,"(62, 44)",Science
90284384,No,Male,61,United States,New Jersey,PayDay Bars,White and gold,Friday,"(81, 19)",Science
90284388,No,Female,53,United States,California,Unknown,Blue and black,Sunday,"(75, 27)",Science
90284393,No,Male,42,United States,Iowa,"Extra sharp aged cheddar, a good dry hard cider",White and gold,Sunday,"(76, 24)",Science
90284396,Yes,Male,38,United States,Kansas,Pot brownies.,White and gold,Sunday,"(67, 30)",Science
90284400,Yes,Male,35,United States,Maine,Unknown,Blue and black,Sunday,"(70, 24)",Science
90284407,No,Female,35,United States,Ohio,"Whoppers, Mounds, Almond Joy, crushing your enemies, seeing them driven before you, hearing the lamentation of their women",White and gold,Sunday,"(81, 39)",Science
90284409,Yes,Female,37,United States,California,"Although chocolate is tops, puzzles or games make for a nice inedible treat. Live music on the porch is a nice treat but it should never replace candy.",White and gold,Sunday,Unknown,Unknown
90284445,No,Male,64,Canada,NL,Tire sTe Catherine,White and gold,Sunday,"(73, 5)",Science
90284459,No,Male,32,United States,Maine,Unknown,Blue and black,Friday,Unknown,Unknown
90284468,No,Female,27,United States,Massachusetts,"Mochi, Everlasting Gobstopers",White and gold,Sunday,"(76, 30)",Science
90284487,No,Male,40,United States,California,Unknown,Blue and black,Friday,"(73, 30)",Science
90284534,No,Male,30,United States,Carolina,Unknown,White and gold,Friday,"(71, 28)",Science
90284578,No,Male,37,United States,DC ,SKOR Bar. ,White and gold,Sunday,"(82, 34)",Science
90284584,No,Male,37,Canada,Ontario,Unknown,White and gold,Friday,"(73, 44)",Science
90284588,No,Male,43,United States,Virginia,Unknown,White and gold,Sunday,"(71, 33)",Science
90284627,No,Other,43,United States,Wisconsin,"Any chocolates with 60% cocoa or higher (especially sea salt and almond variants) Single Malt whiskys clearly labeled cannabis candies (Washington, Oregon, Colorado and elsewhere) vegan marshmallows Pocky!!!",White and gold,Friday,"(67, 33)",Science
90284636,No,Male,40,United States,Minnesota,Unknown,White and gold,Friday,"(69, 23)",Science
90284653,No,Female,39,United States,New York,Yogurt covered cranberries,Blue and black,Sunday,"(74, 31)",Science
90284655,No,Male,54,United States,California,english crunchy bar,White and gold,Friday,"(73, 22)",Science
90284657,No,Male,37,United States,oklahoma,Unknown,Blue and black,Friday,"(76, 28)",Science
90284662,No,Female,26,United States,California,Unknown,Blue and black,Friday,"(78, 31)",Science
90284674,No,Male,32,United States,Texas,Lifesaver Gummies Peanut Butter M&Ms  ,Unknown,Friday,Unknown,Unknown
90284693,No,Male,34,United States,NJ; Essex,Most any dark chocolate derivative of popular candy bars: eg dark chocolate snickers!,Blue and black,Sunday,"(72, 5)",Science
90284697,No,Female,34,United States,Alabama,"Any form of gummy candy, sour candies",Blue and black,Friday,"(26, 5)",Daily Dish
90284728,Yes,Male,43,Poland,Glasgow,"Irn-Bru, Tablet",White and gold,Friday,"(71, 25)",Science
90284730,No,Male,30,United States,Wisconsin,People who understand your Halloween costume,Blue and black,Friday,"(76, 32)",Science
90284756,Yes,Male,46,United States,Pennsylvania,Unknown,White and gold,Friday,"(81, 37)",Science
90284835,No,Male,58,United States,Texas,Almond Joy!,White and gold,Friday,"(76, 24)",Science
90284864,No,Male,59,Canada,Alberta,Unknown,White and gold,Friday,"(84, 33)",Science
90284868,No,Female,34,United States,Florida,Baby Ruth Bar,White and gold,Friday,"(82, 12)",Science
90284966,No,Male,75,United States,Va,Unknown,White and gold,Sunday,Unknown,Unknown
90284975,No,Male,47,United States,Maryland,Unknown,White and gold,Sunday,Unknown,Unknown
90285070,No,Male,46,United States,Texas,Black Crows,White and gold,Friday,Unknown,Unknown
90285086,No,Female,59,United States,Ia,JujyFruit,White and gold,Friday,"(73, 23)",Science
90285101,No,Male,42,United States,Massachusetts,Unknown,White and gold,Friday,Unknown,Unknown
90285115,Yes,Female,31,United States,Colorado,Unknown,Blue and black,Sunday,Unknown,Unknown
90285200,No,Male,27,United States,nyc,Unknown,Blue and black,Friday,"(82, 22)",Science
90285209,No,Male,43,Canada,Ontario,Crispy Crunch; Oh Henry,White and gold,Friday,"(25, 61)",ESPN
90285214,No,Male,41,United States,Washington,5th Avenue bar,White and gold,Friday,"(19, 79)",ESPN
90285216,Yes,Male,34,United States,California,Unknown,Blue and black,Sunday,"(84, 12)",Science
90285222,No,Male,40,United States,Massachusetts,Unknown,Blue and black,Friday,"(75, 12)",Science
90285239,No,Male,28,United States,Pennsylvania,Unknown,White and gold,Friday,Unknown,Unknown
90285278,No,Male,36,United States,Maine,peanut butter spooned into my mouth. barbiturates.,Blue and black,Sunday,"(73, 31)",Science
90285303,No,I'd rather not say,31,Canada,Québec,Unknown,White and gold,Sunday,"(71, 33)",Science
90285337,No,Male,56,United States,New York,Unknown,White and gold,Sunday,Unknown,Unknown
90285361,No,Female,56,United States,Illinois,mini-packs of cookies (like what get put in lunches for school),White and gold,Sunday,"(68, 5)",Science
90285402,No,Male,43,United States,Illinois,Unknown,Blue and black,Sunday,Unknown,Unknown
90285410,No,Male,43,United States,Iowa,Unknown,White and gold,Friday,"(74, 29)",Science
90285417,No,Male,38,United States,Oregon,"Women, Nail Clippers, Hot drinks with alcohol in them",White and gold,Friday,"(73, 31)",Science
90285431,No,Male,39,United States,California,"Hershey cookies and cream, whoppers, pop rocks",Blue and black,Friday,"(75, 24)",Science
90285447,No,Female,33,Canada,Ontario,Skor Any chocolate bar Can of pop Pop rocks,White and gold,Sunday,"(81, 31)",Science
90285452,No,Female,45,United States,Iowa,Real chocolate is my passion. I don't expect it at Halloween though,White and gold,Sunday,"(78, 24)",Science
90285473,No,Male,34,United States,California,Unknown,Blue and black,Friday,"(68, 11)",Science
90285490,No,Male,50,United States,New Jersey,Zero bars,White and gold,Friday,Unknown,Unknown
90285544,No,Male,34,United States,California,beer,Blue and black,Friday,"(81, 28)",Science
90285547,No,Male,47,United States,NV,Unknown,Blue and black,Friday,"(67, 38)",Science
90285560,No,Male,39,United States,"orange county, ca",boobs,Blue and black,Friday,"(76, 28)",Science
90285637,No,I'd rather not say,43,Unknown,Unknown,Unknown,Blue and black,Friday,"(29, 7)",Daily Dish
90285656,No,Female,51,United States,"BERKELEY, CA",Charms Lollipops Tootsie Pops Dubble Bubble chewing gum. ,Blue and black,Friday,Unknown,Unknown
90285659,No,Female,40,Canada,British Columbia,Stickers,White and gold,Sunday,"(67, 11)",Science
90285679,No,Female,44,United States,Virginia,Unknown,Blue and black,Sunday,"(76, 23)",Science
90285701,Yes,Male,21,United States,California,Sour Punch Straws (red or green) ,White and gold,Friday,"(76, 24)",Science
90285710,No,Female,35,Canada,British Columbia,Unknown,White and gold,Sunday,"(66, 42)",Science
90285723,No,Male,48,United States,Texas,Unknown,Blue and black,Friday,"(59, 33)",Science
90285733,No,Male,30,United States,Illinois,True Love.,White and gold,Friday,"(71, 4)",Science
90285805,No,Male,42,United States,California,"Glass bottle of soda pop, Brown Bag of Candy from a farm family who has the decency to get a town family to hand out candy on their behalf",White and gold,Friday,"(81, 35)",Science
90285857,No,Male,32,United States,WI,"Gobstoppers, unpopped bags of microwave popcorn, Nik-L-Nip Wax Bottles Candy (just weird but fun), Cola bottles gummies.",Blue and black,Friday,"(80, 33)",Science
90285864,No,Male,29,United States,NYC,Unknown,Blue and black,Friday,"(87, 31)",Science
90285872,No,Female,23,United States,Louisiana,Almond Joy duh Also peanut butter M&Ms,White and gold,Friday,"(35, 33)",Daily Dish
90285891,No,Male,56,United States,Texas,"Almond Joy, Mounds",White and gold,Sunday,"(76, 30)",Science
90285895,No,Male,48,United States,WV,Unknown,White and gold,Friday,"(86, 23)",Science
90285896,No,Male,30,United States,New York,Unknown,White and gold,Sunday,Unknown,Unknown
90285909,No,Male,45,United States,Texas,Licorice All-Sorts ! https://en.wikipedia.org/wiki/Liquorice_allsorts,Blue and black,Friday,"(69, 30)",Science
90285937,No,Male,53,United States,Minnesota,"Brach""s Neapolitain Coconut Chew Almond Joy Mounds Wax Bottles of Sweet Liquid Tootsie Pops Lik-a-stix",Blue and black,Friday,"(65, 14)",Science
90285960,Yes,Male,40,United States,Washington,Unknown,Blue and black,Friday,"(73, 22)",Science
90285974,No,Male,42,United States,Texas,Unknown,Blue and black,Friday,"(24, 12)",Daily Dish
90285987,No,Male,45,Armenia,Pennsylvania,Freshly baked chocolate cookies would be nice.,White and gold,Friday,"(79, 32)",Science
90285993,No,Male,41,United States,California,Edibles ,White and gold,Friday,"(75, 26)",Science
90285995,No,Male,50,United States,Oregon,Foot rubs,White and gold,Sunday,Unknown,Unknown
90286043,No,Male,66,United States,Illinois,Unknown,Blue and black,Friday,"(73, 28)",Science
90286053,Yes,Male,37,United States,Oregon,Unknown,White and gold,Friday,"(82, 37)",Science
90286124,Yes,Female,26,Ireland,Munster,Chocolate,Blue and black,Friday,"(72, 32)",Science
90286133,No,Female,42,United States,Virginia,Whoppers,White and gold,Sunday,Unknown,Unknown
90286139,No,Male,46,United States,California,Unknown,Unknown,Friday,"(78, 4)",Science
90286141,No,Male,35,United States,Massachusetts,Unknown,White and gold,Friday,Unknown,Unknown
90286149,No,I'd rather not say,40,United States,Colorado,"Choco-tacos, Chocodiles, Twinkies, Hoho's, ",White and gold,Friday,Unknown,Unknown
90286170,No,Female,41,United States,Washington,Unknown,White and gold,Sunday,Unknown,Unknown
90286183,No,Female,32,United States,"Chicago, IL","Werthers Original , double stuff oreos, ",White and gold,Sunday,"(72, 5)",Science
90286193,No,Male,35,United States,Philadelphia PA,"Kettle corn, Oreo Cookies, Peanut Chew, Bloody Mary",White and gold,Sunday,"(63, 13)",Science
90286197,No,Female,29,United States,Indiana,Unknown,Blue and black,Friday,"(70, 28)",Science
90286209,No,Male,28,United States,Illinois,Unknown,White and gold,Sunday,"(64, 13)",Science
90286226,Yes,Female,42,United States,California,Chocolate advent calendar crispy crunch (how could you forget) payday (USA only),Blue and black,Friday,"(60, 5)",Science
90286285,No,Male,64,United States,"Rappahannock County, VA",Bowls of candy left on porch so you don't have to knock to score.,Blue and black,Friday,"(73, 4)",Science
90286339,No,Male,56,United States,California,Payday Bar,White and gold,Friday,"(27, 70)",ESPN
90286343,No,Female,22,United States,Missouri,Kit Harrington's butt,White and gold,Friday,"(21, 37)",Daily Dish
90286344,Yes,Male,36,United States,California,"batteries (any size), Haribo fizzy cola, gummi worms, Underberg mini shots, sour warheads, nicotine patches, fortune cookies (with fortune)",White and gold,Sunday,"(71, 35)",Science
90286358,Yes,Male,46,United States,California,Beer,Blue and black,Sunday,"(63, 22)",Science
90286398,No,I'd rather not say,59,United States,Virginia,Unknown,White and gold,Friday,"(79, 6)",Science
90286401,No,Male,33,United States,OK,Unknown,Blue and black,Sunday,"(81, 30)",Science
90286406,No,Male,49,United States,Wisconsin,clark bar almond joy mounds chunky slo-poke,White and gold,Friday,"(36, 93)",ESPN
90286415,No,Male,50,United States,New York,Unknown,White and gold,Friday,"(74, 33)",Science
90286433,No,Male,55,United States,Maine,Coffee ice cream,Blue and black,Friday,"(77, 12)",Science
90286440,No,Male,43,United States,Wisconsin,Unknown,Blue and black,Friday,"(62, 12)",Science
90286489,No,Male,29,United States,California,Unknown,Blue and black,Friday,Unknown,Unknown
90286498,No,Female,49,United States,Massachusetts,Unknown,Blue and black,Friday,"(83, 22)",Science
90286513,Yes,Male,53,United States,California,Unknown,White and gold,Sunday,"(74, 11)",Science
90286514,No,Male,38,United States,South Dakota,Unknown,Blue and black,Sunday,"(23, 68)",ESPN
90286535,No,Female,54,United States,Virginia,Unknown,Blue and black,Friday,"(77, 28)",Science
90286544,No,Male,49,United States,California,Unknown,White and gold,Friday,"(82, 28)",Science
90286558,No,Male,46,United States,mo,Unknown,Blue and black,Sunday,"(72, 19)",Science
90286576,No,Male,56,United States,Pennsylvania,Unknown,White and gold,Friday,"(20, 82)",ESPN
90286648,Yes,Male,39,United States,Massachusetts,Unknown,White and gold,Friday,"(81, 40)",Science
90286707,No,Male,35,Mexico,Mexico City,GREEN SKITTLES,White and gold,Friday,"(61, 14)",Science
90286709,No,Male,27,United States,dc,Unknown,Blue and black,Friday,"(66, 4)",Science
90286730,No,Female,48,United States,Massachusetts,Bueno chocolate (mostly in Europe but can be found occasionally here) Justin's dark chocolate peanut butter cups,Unknown,Friday,Unknown,Unknown
90286735,No,Male,52,Canada,Ontario,large bags of chips (any flavour),Blue and black,Sunday,"(76, 19)",Science
90286907,No,Female,40,United States,Illinois,Gummy Worms,White and gold,Sunday,"(82, 33)",Science
90286943,No,Male,34,United States,Washington,Unknown,White and gold,Friday,"(71, 37)",Science
90286976,No,Male,44,United States,Virginia,Unknown,White and gold,Friday,"(29, 81)",ESPN
90287039,No,Male,29,Canada,Ontario,Local Craft Beer,Blue and black,Friday,Unknown,Unknown
90287043,No,Female,31,United States,Massachusetts,Unknown,Blue and black,Sunday,"(65, 31)",Science
90287045,No,Male,50,United States,Florida,MRE's!,Blue and black,Friday,"(72, 19)",Science
90287047,No,Female,48,United States,Ohio,Unknown,Blue and black,Sunday,"(33, 33)",Daily Dish
90287080,Yes,Male,42,United States,Tn,Unknown,White and gold,Sunday,"(73, 22)",Science
90287085,No,Male,47,United States,Tennessee,Unknown,Blue and black,Friday,"(32, 77)",ESPN
90287086,No,Male,35,United States,Maine,Unknown,White and gold,Friday,"(65, 6)",Science
90287112,No,Female,53,United States,Pennsylvania,Mounds and Almond Joy,Blue and black,Friday,"(67, 20)",Science
90287147,No,Male,55,United States,Ohio,Buckeyes Maple syrup candy,Unknown,Sunday,"(74, 6)",Science
90287149,No,Male,40,United States,Unknown,Unknown,White and gold,Sunday,"(72, 32)",Science
90287243,No,Female,43,United States,California,Unknown,White and gold,Friday,"(33, 36)",Daily Dish
90287252,No,Male,56,United States,Illinois,Unknown,Unknown,Friday,Unknown,Unknown
90287265,No,Male,42,United States,Michigan,Unknown,Blue and black,Friday,"(63, 30)",Science
90287289,No,Male,40,United States,Pennsylvania,"Gum, Any sort.",White and gold,Sunday,"(75, 14)",Science
90287292,No,Male,47,United States,New York,"Almond Joy, Mounds.Licorice Allsorts",White and gold,Friday,"(76, 6)",Science
90287329,No,Male,57,United States,Washington,My dog.,Blue and black,Friday,"(55, 31)",Science
90287337,No,Male,28,United States,New York,Unknown,White and gold,Friday,"(60, 14)",Science
90287345,Yes,Female,42,United States,California,Unknown,White and gold,Friday,"(72, 4)",Science
90287352,No,Male,49,United States,New York,Unknown,White and gold,Friday,"(61, 6)",Science
90287375,No,Male,62,United States,California,Unknown,Unknown,Friday,Unknown,Unknown
90287433,No,Male,28,United States,Michigan,1969 Boss 302 Mustang,Blue and black,Friday,"(73, 32)",Science
90287454,No,Male,41,United States,Connecticut ,Unknown,White and gold,Sunday,"(83, 27)",Science
90287455,No,Male,41,United States,California,Unknown,White and gold,Friday,"(70, 26)",Science
90287462,No,Male,20,United States,Illinois,Unknown,White and gold,Friday,Unknown,Unknown
90287499,No,Male,44,United States,Oregon,"jokes, liquor!",White and gold,Sunday,"(29, 41)",Daily Dish
90287516,No,Male,40,United States,Minnesota,Unknown,White and gold,Sunday,"(67, 30)",Science
90287534,No,Male,40,United States,Indiana,Chocolate coffee beans,Blue and black,Friday,"(74, 20)",Science
90287535,No,Female,38,United States,New York,Unknown,White and gold,Friday,"(84, 42)",Science
90287554,No,Male,47,United States,Massachusetts,mello creme,Blue and black,Friday,"(72, 22)",Science
90287572,Yes,Male,35,United States,Colorado,Unknown,White and gold,Friday,"(61, 14)",Science
90287609,No,Female,27,United States,Washington,Jar of nutella,White and gold,Friday,"(81, 30)",Science
90287638,No,Male,46,United States,Texas,Airline size bottles of Jack Daniels,White and gold,Friday,"(80, 28)",Science
90287640,No,Female,29,United States,Colorado,Unknown,White and gold,Sunday,Unknown,Unknown
90287645,No,Female,43,United States,California,Unknown,Blue and black,Friday,"(69, 12)",Science
90287660,Yes,Male,27,United States,Virginia,Unknown,Unknown,Friday,"(79, 12)",Science
90287692,No,Male,47,United States,Georgia,Unknown,Unknown,Friday,Unknown,Unknown
90287704,No,Female,35,United States,Maryland,Unknown,Blue and black,Friday,"(76, 19)",Science
90287735,No,Female,40,United States,Idaho ,Unknown,Blue and black,Friday,"(25, 77)",ESPN
90287781,No,Male,49,United States,Texas,"Phish Tapes, Guitar Picks",Blue and black,Sunday,"(83, 53)",Yahoo
90287848,No,Male,53,United States,New York,Dark chocolate Chocolate with nuts Cookies Cupcakes Candied or caramel or chocolate-covered or similar apples on a stick,White and gold,Sunday,"(83, 12)",Science
90287876,Yes,Male,40,Canada,Ontario,Unknown,White and gold,Friday,"(74, 29)",Science
90288014,No,Male,29,United States,Illinois,Unknown,Blue and black,Friday,"(77, 11)",Science
